,code,product_name,product_type,brands,canonical_categories,canonical_countries,ingredients_n,known_ingredients_n,unknown_ingredients_n,completeness,scans_n,unique_scans_n,creator,completeness_ratio,compl_critical_ratio,is_duplicate_product_name,ingredients_match,unknown_ingredients_ratio,ingredients_quality_score,countries_count,categories_count,missing_country_flag,missing_category_flag,missing_both_taxonomy_flag,country_languages,category_languages,countries_mixl,categories_mixl,has_lang_conflict,taxonomy_score,product_quality_score
18266,3380810506105,ClarinsMen Stick Anti-Transpirant,beauty,Clarins,"[""en:D\u00e9odorants anti-transpirants""]","[""en:france""]",18,18.0,2,0.675,,,rdg,1.0,1.0,0,0,0.1111111111111111,0.8888888888888888,1,1,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.9611111111111111
18268,3380810646108,Eau dynamisante,beauty,Clarins,"[""en:hygiene"", ""en:deodorants""]","[""en:france""]",16,1.0,15,,,,clemence,1.0,1.0,0,1,0.9375,0.0625,1,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.671875
18271,3380811094106,Haute Exigence Jour,beauty,Clarins,"[""en:face"", ""en:facial-creams"", ""en:day-creams""]","[""en:france""]",57,15.0,42,,,,alixngu,1.0,1.0,0,1,0.7368421052631579,0.26315789473684215,1,3,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.7421052631578947
18273,3380811454108,Spray Solaire Lait Fluide Sécurité,beauty,Clarins,[],"[""en:france""]",56,19.0,37,,,,alixngu,1.0,1.0,0,1,0.6607142857142857,0.3392857142857143,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.76875
18274,3380813033103,ClarinsMen Lotion Après-Rasage,beauty,Clarins,[],"[""en:france""]",35,6.0,27,,,,rdg,1.0,1.0,0,0,0.7714285714285715,0.22857142857142854,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.73
18275,3380813064107,Gel Revitalisant,beauty,Clarins Men,"[""en:face"", ""en:facial-creams"", ""en:day-creams""]","[""en:france""]",61,23.0,41,,,,alixngu,1.0,1.0,0,0,0.6721311475409836,0.3278688524590164,1,3,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.7647540983606558
18277,3384123150093,Liquide vaisselle ultra dégraissant Pomme d'Happy,beauty,You,[],"[""en:france""]",10,3.0,7,,,,kiliweb,1.0,1.0,0,1,0.7,0.30000000000000004,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.755
18279,3386460008747,The Beat,beauty,Burberry,"[""en:body"", ""en:body-milks""]","[""en:france""]",31,5.0,25,,,,scailyna,1.0,1.0,0,0,0.8064516129032258,0.19354838709677424,1,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.717741935483871
18280,3387101121207,Shampooing Poils longs,beauty,"Héry, Héry laboratoires, Martin Sellier","[""fr:Shampoings pour animaux""]","[""en:france""]",24,7.0,19,,,,jeanbono,1.0,1.0,0,0,0.7916666666666666,0.20833333333333337,1,1,0,0,0,"[""en""]","[""fr""]",0,0,1,0.6666666666666667,0.6979166666666666
18298,3400941631245,Doliprane Tabs 1000mg,beauty,Doliprane,[],"[""en:france""]",9,4.0,4,,,,alixngu,1.0,1.0,0,0,0.4444444444444444,0.5555555555555556,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.8444444444444444
18301,3401060265939,Pouxit Baume Décolleur De Lentes,beauty,Pouxit,[],"[""en:france""]",23,0.0,23,,,,kiliweb,1.0,1.0,0,1,1.0,0.0,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.65
18306,3401320353857,Neostrata Skin Active Mousse Exfoliante Nettoyante 125 ML,beauty,Neostrata,[],"[""en:france""]",42,13.0,29,,,,kiliweb,1.0,1.0,0,1,0.6904761904761905,0.30952380952380953,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.7583333333333334
18308,3401320717604,Savon liquide de Marseille Vanille - Miel,beauty,Maître Savonnier de Tradition,"[""en:hygiene"", ""en:soaps"", ""en:marseille-soaps"", ""fr:savons-liquides""]","[""en:france""]",19,7.0,12,,,,teolemon,1.0,1.0,0,1,0.631578947368421,0.368421052631579,1,4,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.7539473684210527
18310,3401325006796,Puressentiel,beauty,Pureessentiel,"[""fr:Huiles essentielles 100\u00a0% pures naturelles""]","[""en:france""]",43,25.0,26,,,,dusol01,1.0,1.0,1,0,0.6046511627906976,0.39534883720930236,1,1,0,0,0,"[""en""]","[""fr""]",0,0,1,0.6666666666666667,0.7633720930232558
18311,3401325941622,Saforelle soin lavant doux toilette intime et corporelle,beauty,Saforelle,"[""en:hygiene"", ""en:intimate-hygiene"", ""fr:gels-pour-la-toilette-intime""]","[""en:france""]",21,7.0,16,,,,bonsoir,1.0,1.0,0,0,0.7619047619047619,0.23809523809523814,1,3,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.7083333333333334
18312,3401340157312,Liniment oleocalcaire soin pour le change,beauty,Pharmactiv,[],"[""en:france""]",11,6.0,5,,,,indiana,1.0,1.0,0,1,0.45454545454545453,0.5454545454545454,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.8409090909090909
18315,3401345569585,Bioderma Hydratant - Lait Douceur ABCDerm,beauty,Bioderma,[],"[""en:france""]",25,8.0,16,,,,rdg,1.0,1.0,0,0,0.64,0.36,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.776
18318,3401346674455,Lait solaire enfant SPF 50,beauty,Eau Thermale Avene,[],"[""en:france""]",36,8.0,27,,,,indiana,1.0,1.0,1,0,0.75,0.25,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.7375
18319,3401346674516,Spray Solaire enfant SPF 50,beauty,Eau Thermale Avene,[],"[""en:france""]",36,8.0,27,,,,indiana,1.0,1.0,0,0,0.75,0.25,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.7375
18320,3401347169653,ABCDerm crème raffermissante,beauty,Bioderma,"[""fr:Soin de la peau""]","[""en:france""]",32,10.0,23,,,,jean-yves,1.0,1.0,0,0,0.71875,0.28125,1,1,0,0,0,"[""en""]","[""fr""]",0,0,1,0.6666666666666667,0.7234375
18321,3401347507264,Shampooing reflets à l'huile de camélia,beauty,Martine Mahé,"[""en:hair"", ""en:shampoos""]","[""en:france""]",37,16.0,20,,,,sebleouf,1.0,1.0,0,0,0.5405405405405406,0.45945945945945943,1,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.8108108108108109
18322,3401351102882,Filorga Hydra Filler 50ML,beauty,Filorga,[],"[""en:france""]",100,38.0,67,,,,kiliweb,1.0,1.0,0,0,0.67,0.32999999999999996,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.7655
18324,3401353647930,Bioderma Photoderm After Sun Intense Soothing Mist 125ML (after Sun),beauty,Bioderma,[],"[""en:france""]",13,1.0,12,,,,kiliweb,1.0,1.0,0,1,0.9230769230769231,0.07692307692307687,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.676923076923077
18325,3401353648470,Déodorant anti-transpiration alun minéral,beauty,"Prim'soins, Winco","[""en:hygiene"", ""en:deodorants"", ""en:D\u00e9odorants anti-transpirants""]","[""en:france""]",3,4.0,0,0.7875,,,jeanbono,1.0,1.0,0,0,0.0,1.0,1,3,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,1.0
18327,3401353689633,Photoderm Après-soleil,beauty,Bioderma,[],"[""en:france""]",28,11.0,16,,,,openfoodfacts-contributors,1.0,1.0,0,0,0.5714285714285714,0.4285714285714286,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.8
18328,3401360003750,Peaux sèches Soin de jour renourissant aux oligo-éléments,beauty,Pharmavie,"[""en:face"", ""en:facial-creams"", ""en:day-creams""]","[""en:france""]",32,11.0,21,,,,tacite,1.0,1.0,0,1,0.65625,0.34375,1,3,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.7703125000000001
18329,3401360016118,Reflexe Solaire SPF 50,beauty,Eau Thermale Avene,[],"[""en:france""]",34,8.0,25,,,,indiana,1.0,1.0,0,0,0.7352941176470589,0.2647058823529411,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.7426470588235294
18332,3401360094901,Babysoin Liniment Oléo-calcaire,beauty,Cooper,[],"[""en:france""]",6,2.0,4,,,,indiana,1.0,1.0,0,1,0.6666666666666666,0.33333333333333337,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.7666666666666667
18334,3401360159747,Puressentiel Minceur Gommage Express 18 huiles essentielles ,beauty,Puressentiel,"[""en:body"", ""en:body-scrubs""]","[""en:france""]",45,5.0,40,,,,rdg,1.0,1.0,0,1,0.8888888888888888,0.11111111111111116,1,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.6888888888888889
18337,3401360188525,Photoderm Kid Lait SPF 50+,beauty,Bioderma,[],"[""en:france""]",36,11.0,23,,,,indiana,1.0,1.0,0,0,0.6388888888888888,0.36111111111111116,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.7763888888888889
18338,3401360193208,Crème mains Dermasens 0% - Laboratoire MARQUE VERTE,beauty,Laboratoire MARQUE VERTE,"[""en:body"", ""en:body-creams"", ""en:hand-creams"", ""fr:cremes-hydratantes""]","[""en:france""]",28,5.0,23,,,,openfoodfacts-contributors,1.0,1.0,0,1,0.8214285714285714,0.1785714285714286,1,4,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.6875
18339,3401360203969,Lait Solaire Enfant FPS 50,beauty,BepanthenSoleil,[],"[""en:france""]",28,5.0,23,,,,indiana,1.0,1.0,0,1,0.8214285714285714,0.1785714285714286,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.7125
18340,3401360223776,Photoderm Kids Spray FPS50+,beauty,Bioderma,[],"[""en:france""]",33,11.0,22,,,,indiana,1.0,1.0,0,1,0.6666666666666666,0.33333333333333337,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.7666666666666667
18343,3401360237957,SVR Hydracid C50 Masque Eclat. Aérosol 50 ML,beauty,Srv,[],"[""en:france""]",10,1.0,9,,,,kiliweb,1.0,1.0,0,1,0.9,0.09999999999999998,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.685
18344,3401360266759,Gel douche dermoprotecteur,beauty,PharmaPrix,"[""en:hygiene"", ""en:showers-and-baths"", ""en:shower-gels""]","[""en:france""]",9,9.0,2,,,,khorkaadren,1.0,1.0,0,0,0.2222222222222222,0.7777777777777778,1,3,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.9222222222222222
18347,3401379278699,Linibio Liniment naturel,beauty,"Linibio, Oemine",[],"[""en:france""]",13,0.0,13,,,,indiana,1.0,1.0,0,1,1.0,0.0,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.65
18349,3401396680017,Liniment du sportif - Effort et Récupération,beauty,Les Chochottes,[],"[""en:france""]",23,6.0,17,,,,indiana,1.0,1.0,0,1,0.7391304347826086,0.26086956521739135,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.741304347826087
18350,3401396924944,Bioderma Change Intensif ABCDerm,beauty,Bioderma,[],"[""en:france""]",9,7.0,4,,,,rdg,1.0,1.0,0,0,0.4444444444444444,0.5555555555555556,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.8444444444444444
18351,3401396935650,Lait solaire enfant SPF 50,beauty,Eau Thermale Avene,[],"[""en:france""]",36,8.0,27,,,,indiana,1.0,1.0,1,0,0.75,0.25,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.7375
18352,3401396935711,Bioderma Cold Cream - Crème Visage ABCDerm ,beauty,Bioderma,[],"[""en:france""]",26,10.0,15,,,,rdg,1.0,1.0,0,0,0.5769230769230769,0.42307692307692313,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.7980769230769231
18353,3401396935889,Bioderma Cold Cream - Crème corps nourrissante ABCDerm,beauty,Bioderma,[],"[""en:france""]",24,10.0,15,,,,rdg,1.0,1.0,0,0,0.625,0.375,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.78125
18354,3401396936480,Bioderma Huile Douceur ABCDerm,beauty,Bioderma,[],"[""en:france""]",12,5.0,9,,,,rdg,1.0,1.0,0,0,0.75,0.25,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.7375
18355,3401396936541,Bioderma Shampooing ABCDerm,beauty,Bioderma,[],"[""en:france""]",20,6.0,12,,,,rdg,1.0,1.0,0,0,0.6,0.4,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.79
18356,3401397163847,Bioderma Cold Cream - Crème lavante ABCDerm ,beauty,Bioderma,[],"[""en:france""]",18,7.0,13,,,,rdg,1.0,1.0,0,0,0.7222222222222222,0.2777777777777778,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.7472222222222222
18358,3401397675883,Hydralin Lubrifiant,beauty,"Bayer, Hydralin","[""en:accessories"", ""fr:gels-lubrifiants""]","[""en:france""]",17,5.0,12,,,,khorkaadren,1.0,1.0,0,1,0.7058823529411765,0.2941176470588235,1,2,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.7279411764705882
18359,3401399371455,Atoderm Crème de douche,beauty,Bioderma,"[""en:hygiene"", ""en:showers-and-baths"", ""en:shower-gels""]","[""en:france""]",34,16.0,19,,,,alixngu,1.0,1.0,0,0,0.5588235294117647,0.4411764705882353,1,3,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.8044117647058824
18360,3401520672673,Liniment oléo calcaire stabilité,beauty,Dermactive Bébé,"[""fr:Produit b\u00e9b\u00e9""]","[""en:france""]",12,5.0,7,,,,indiana,1.0,1.0,0,1,0.5833333333333334,0.41666666666666663,1,1,0,0,0,"[""en""]","[""fr""]",0,0,1,0.6666666666666667,0.7708333333333333
18365,3401528543739,Crème Minérale bébé,beauty,Bepanthen Soleil,[],"[""en:france""]",34,10.0,25,,,,indiana,1.0,1.0,0,0,0.7352941176470589,0.2647058823529411,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.7426470588235294
18366,3401528544910,Bepanthen Soleil,beauty,Bayer,"[""fr:Lait apr\u00e8s-soleil""]","[""en:france""]",9,2.0,7,,,,alixngu,1.0,1.0,0,1,0.7777777777777778,0.2222222222222222,1,1,0,0,0,"[""en""]","[""fr""]",0,0,1,0.6666666666666667,0.7027777777777777
18367,3401528545399,Spray enfant FPS 50,beauty,Bepanthen Soleil,[],"[""en:france""]",27,6.0,21,,,,indiana,1.0,1.0,0,1,0.7777777777777778,0.2222222222222222,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.7277777777777777
18368,3401540393640,Saforelle Bébé Liniment Oléo-Calcaire,beauty,Saforelle Bébé,[],"[""en:france""]",4,2.0,2,,,,indiana,1.0,1.0,0,1,0.5,0.5,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.8250000000000001
18369,3401541334710,Gel désinfectant mains,beauty,Prim'soins,"[""en:hygiene"", ""en:hydro-alcoholic-gels""]","[""en:france""]",2,1.0,1,,,,tacite,1.0,1.0,1,1,0.5,0.5,1,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.8250000000000001
18371,3401544695443,Puressentiel Maux de tête Roller 9 huiles essentielles ,beauty,Puressentiel,[],"[""en:france""]",31,11.0,22,,,,rdg,1.0,1.0,0,0,0.7096774193548387,0.29032258064516125,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.7516129032258064
18373,34015518498788,Talc de Venise Gifrer,beauty,Gifrer,[],"[""en:france""]",1,1.0,0,,,,rdg,1.0,1.0,0,1,0.0,1.0,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,1.0
18375,3401560081800,Apaisyl Répulsif Moustiques Lait haute protection,beauty,Apaisyl,[],"[""en:france""]",9,0.0,8,0.483333333333333,,,kiliweb,1.0,1.0,0,0,0.8888888888888888,0.11111111111111116,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.6888888888888889
18378,3401562576519,Bepanthen Protect,beauty,Bayer,"[""fr:Cr\u00e8me soin b\u00e9b\u00e9""]","[""en:france""]",34,7.0,25,,,,alixngu,1.0,1.0,0,0,0.7352941176470589,0.2647058823529411,1,1,0,0,0,"[""en""]","[""fr""]",0,0,1,0.6666666666666667,0.7176470588235294
18381,3401563226963,Complément anti-chute,beauty,Puressentiel,"[""en:hair"", ""en:shampoos""]","[""en:france""]",34,14.0,24,,,,khorkaadren,1.0,1.0,1,0,0.7058823529411765,0.2941176470588235,1,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.7529411764705882
18382,3401563516286,Talc de Venise ,beauty,Gifrer,[],"[""en:france""]",1,0.0,1,,,,rdg,1.0,1.0,0,1,1.0,0.0,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.65
18383,3401566551567,Liniment soin intense,beauty,Gifrer,[],"[""en:france""]",17,10.0,9,,,,indiana,1.0,1.0,0,0,0.5294117647058824,0.47058823529411764,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.8147058823529412
18384,3401571690381,Liniment Oléo-Calcaire stabilisé soin pour le change,beauty,Gifrer,[],"[""en:france""]",12,5.0,7,,,,indiana,1.0,1.0,0,1,0.5833333333333334,0.41666666666666663,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.7958333333333333
18385,3401577538663,Bioderma Péri-Oral ABCDerm,beauty,Bioderma,[],"[""en:france""]",22,10.0,12,,,,rdg,1.0,1.0,0,1,0.5454545454545454,0.4545454545454546,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.8090909090909091
18386,3401597601613,Shampooing couleur brillance,beauty,PharmaPrix,"[""en:hair"", ""en:shampoos"", ""en:shampoos-for-colored-hair""]","[""en:france""]",28,13.0,17,,,,tacite,1.0,1.0,0,0,0.6071428571428571,0.3928571428571429,1,3,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.7875
18387,3401599487697,Bioderma Abcderm Lingettes Nettoyantes Visage Et Corps. BT,beauty,Bioderma,[],"[""en:france""]",13,4.0,7,,,,kiliweb,1.0,1.0,0,0,0.5384615384615384,0.46153846153846156,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.8115384615384615
18393,3415900031479,Stick lèvres apaisant,beauty,"Dermophil,Dermophil expert","[""en:face"", ""en:lip-balms"", ""en:Lip-cosmetics""]","[""en:france""]",7,1.0,6,0.7875,,,sebleouf,1.0,1.0,0,1,0.8571428571428571,0.1428571428571429,1,3,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.7000000000000001
18395,3426354084935,The Pop Color Royal Red,beauty,"Ariland, Hairgum","[""en:hair"", ""en:hair-dyes""]","[""en:france""]",25,8.0,14,,,,jeanbono,1.0,1.0,0,0,0.56,0.43999999999999995,1,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.8039999999999999
18400,3426354085994,Masque réparateur,beauty,K pour karité,"[""en:hair"", ""en:hair-care"", ""en:hair-masks""]","[""en:france""]",49,22.0,29,,,,sebleouf,1.0,1.0,1,0,0.5918367346938775,0.40816326530612246,1,3,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.7928571428571428
18404,3433422403376,Hydranore - Emulsion Hydrolipidique,beauty,La Roche-Posay,[],"[""en:france""]",16,6.0,9,,,,rdg,1.0,1.0,0,0,0.5625,0.4375,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.803125
18405,3433422403673,Modifier la fiche Lipikar Lait - La Roche-Posay - 200 ml,beauty,La Roche-Posay,[],"[""en:france""]",27,10.0,19,,,,rdg,1.0,1.0,0,0,0.7037037037037037,0.2962962962962963,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.7537037037037037
18406,3433422406704,Effaclar AI - Correcteur Ciblé,beauty,La Roche-Posay,[],"[""en:france""]",28,6.0,21,,,,rdg,1.0,1.0,0,0,0.75,0.25,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.7375
18409,3439600018424,Aura,beauty,Mugler,"[""en:perfumes"", ""en:women-perfumes""]","[""en:france""]",31,6.0,23,,,,jean-yves,1.0,1.0,0,0,0.7419354838709677,0.25806451612903225,1,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.7403225806451613
18410,3439600200126,Angel,beauty,Mugler,"[""en:perfumes"", ""en:women-perfumes""]","[""en:france""]",34,5.0,26,,,,jean-yves,1.0,1.0,0,0,0.7647058823529411,0.23529411764705888,1,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.7323529411764707
18412,3440815112791,&quot;Pierre d'alun&quot; Galet 100% naturel,beauty,Cosmédiet,"[""en:hygiene"", ""en:deodorants"", ""fr:deodorant-a-la-pierre-d-alun""]","[""en:france""]",1,1.0,0,,,,sebleouf,1.0,1.0,0,1,0.0,1.0,1,3,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.975
18414,3450051306113,Neptigel,beauty,L'artisanerie,"[""en:hygiene"", ""en:hydro-alcoholic-gels""]","[""en:france""]",4,0.0,3,,,,jeanbono,1.0,1.0,0,0,0.75,0.25,1,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.7375
18417,3450270012772,Dermo-Soin Huile d'Azulène,beauty,Laurence Dumont,"[""en:hygiene"", ""en:hair-removal"", ""en:lotion-post-epilation""]","[""en:france""]",4,0.0,4,,,,sebleouf,1.0,1.0,0,1,1.0,0.0,1,3,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.65
18423,3450270016862,Pâte à gommer,beauty,Loua,"[""en:body"", ""en:body-scrubs""]","[""en:france""]",17,8.0,10,,,,kiliweb,1.0,1.0,0,0,0.5882352941176471,0.4117647058823529,1,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.7941176470588235
18424,3450270025543,Rêve de fleur Orchidée sauvage,beauty,Laurence Dumont,"[""en:perfumes"", ""en:eau-de-toilette""]","[""en:france""]",17,3.0,13,,,,scailyna,1.0,1.0,0,0,0.7647058823529411,0.23529411764705888,1,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.7323529411764707
18425,3450601011337,"Liq.vais.amand 500 A.vert,",beauty,L'Arbre Vert,[],"[""en:france""]",16,0.0,16,,,,kiliweb,1.0,1.0,0,1,1.0,0.0,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.65
18427,3450601019234,Crème douche rêve de coco,beauty,L'arbre vert,"[""en:hygiene"", ""en:showers-and-baths"", ""fr:cremes-douche""]","[""en:france""]",13,8.0,7,,,,sighelm,1.0,1.0,0,0,0.5384615384615384,0.46153846153846156,1,3,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.7865384615384615
18428,3450601021879,Douche Soin Nourissant,beauty,L'arbre vert,"[""en:hygiene"", ""en:showers-and-baths"", ""en:shower-gels""]","[""en:france""]",13,8.0,7,,,,sebleouf,1.0,1.0,0,0,0.5384615384615384,0.46153846153846156,1,3,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.8115384615384615
18429,3450601021893,Douche Soin Douceur,beauty,L'arbre vert,"[""en:hygiene"", ""en:showers-and-baths"", ""en:shower-gels""]","[""en:france""]",13,8.0,7,,,,sebleouf,1.0,1.0,0,0,0.5384615384615384,0.46153846153846156,1,3,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.8115384615384615
18430,3450601021978,Shampooing douche soin enfants,beauty,L'arbre vert,"[""en:hair"", ""en:shampoos""]","[""en:france""]",13,7.0,8,,,,tacite,1.0,1.0,0,0,0.6153846153846154,0.3846153846153846,1,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.7846153846153846
18431,3450601022036,Shampooing soin Antipelliculaire Hypoallergénique,beauty,L'arbre Vert,"[""en:hair"", ""en:shampoos"", ""en:anti-dandruff-shampoos""]","[""en:france""]",15,9.0,8,,,,tacite,1.0,1.0,0,0,0.5333333333333333,0.4666666666666667,1,3,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.8133333333333334
18432,3450601024375,Douche soin hydratation intense,beauty,L'arbre vert,"[""en:hygiene"", ""en:showers-and-baths"", ""en:shower-gels""]","[""en:france""]",16,10.0,9,,,,kiliweb,1.0,1.0,0,0,0.5625,0.4375,1,3,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.803125
18434,3450601026614,Savon Doux aux extraits de Menthe Bio et Basilic Bio (Lot de 2),beauty,L'Arbre Vert,"[""en:hygiene"", ""en:soaps""]","[""en:france""]",11,5.0,8,,,,tacite,1.0,1.0,0,0,0.7272727272727273,0.2727272727272727,1,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.7454545454545455
18439,3455270841216,Shampooing-douche fraicheur senteur Menthe,beauty,Phytonorm,"[""en:hair"", ""en:hygiene"", ""en:shampoos"", ""en:showers-and-baths"", ""fr:shampooings-aux-extraits-naturels"", ""en:2-in-1-shampoos"", ""en:shampoos-shower-gels"", ""en:shower-gels""]","[""en:france""]",20,13.0,10,,,,alexcorioze,1.0,1.0,0,0,0.5,0.5,1,8,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.8
18442,3461922010206,Shampooing antipelliculaire,beauty,Beaphar,"[""en:hair"", ""en:shampoos"", ""en:anti-dandruff-shampoos"", ""fr:Shampooings pour chiens""]","[""en:france""]",22,10.0,15,,,,tacite,1.0,1.0,1,0,0.6818181818181818,0.31818181818181823,1,4,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.7363636363636363
18444,3464660002021,shampooing cheveux gras Argile et romarin,beauty,ciel d'azur,"[""en:hair"", ""en:shampoos""]","[""en:france""]",12,7.0,7,,,,openfoodfacts-contributors,1.0,1.0,0,0,0.5833333333333334,0.41666666666666663,1,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.7958333333333333
18446,3466761831487,Je suis Romantique Galet Effervescent Litchi Groseille,beauty,Nocibé,"[""en:hygiene"", ""en:showers-and-baths"", ""en:bubble-baths"", ""fr:Bains"", ""fr:Galets effervescents""]","[""en:france""]",14,10.0,7,,,,tacite,1.0,1.0,0,0,0.5,0.5,1,5,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.8
18447,3466761831494,J'ai du Peps ! Galet effervescent Mangue Passion,beauty,Nocibé,"[""en:hygiene"", ""en:showers-and-baths"", ""en:bubble-baths"", ""fr:Bains"", ""fr:Galets effervescents""]","[""en:france""]",14,10.0,7,,,,tacite,1.0,1.0,0,0,0.5,0.5,1,5,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.8
18448,3466761831531,Je suis Gourmande Galet effervescent Cerise Amande,beauty,Nocibé,"[""en:hygiene"", ""en:showers-and-baths"", ""en:bubble-baths"", ""fr:Bains"", ""fr:Galets effervescents""]","[""en:france""]",14,10.0,7,,,,tacite,1.0,1.0,0,0,0.5,0.5,1,5,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.8
18450,3466762034092,Les Délices Barbe à papa lait exfoliant pour le corps,beauty,"Les Délices, Nocibé","[""en:body"", ""en:body-milks""]","[""en:france""]",20,5.0,15,,,,loverock,1.0,1.0,0,1,0.75,0.25,1,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.7375
18456,3466762096007,Les délices galet effervescent pour le bain,beauty,Nocibé,"[""en:hygiene"", ""en:showers-and-baths"", ""en:bubble-baths""]","[""en:france""]",13,10.0,6,,,,kiliweb,1.0,1.0,0,0,0.46153846153846156,0.5384615384615384,1,3,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.8384615384615385
